model,eps 8/255,eps 16/255,eps 32/255,eps 64/255,eps 128/255
eps 8/255,0.0471847081225531,0.1329894626328858,0.2071123997455796,0.2660030813914176,0.30138702885654
eps 16/255,0.041795089314419,0.1356019614160823,0.239679655698301,0.3064096854100618,0.3581648436784752
eps 32/255,0.03115347575239,0.128912511569327,0.2816272683969133,0.3549671374267847,0.3863597429635934
eps 64/255,0.0127655021048202,0.0666905924599709,0.2713758496072687,0.3963179361893043,0.4534595380099791
eps 128/255,0.0039086285139999,0.0168153526902424,0.0839732780882334,0.3836931650018886,0.5238750159448288
