Esperimento,Attacco,Tipo Attacco,Parametro,Variante,Punteggio Successo Attacco,IoU Ottimistico,IoU Pessimistico
./robustness_results/SD_Inpainting/MagicBrush_photoguard,crop_random@0.9@immunized,crop_random,0.9,immunized,2.1467,0.5352,0.3837
./robustness_results/SD_Inpainting/MagicBrush_photoguard,crop_random@0.9@original,crop_random,0.9,original,1.7033,0.6292,0.4910
./robustness_results/SD_Inpainting/MagicBrush_photoguard,crop_random@0.75@immunized,crop_random,0.75,immunized,2.9567,0.4203,0.2411
./robustness_results/SD_Inpainting/MagicBrush_photoguard,crop_random@0.75@original,crop_random,0.75,original,2.4600,0.4341,0.3036
./robustness_results/SD_Inpainting/MagicBrush_photoguard,crop_random@0.5@immunized,crop_random,0.5,immunized,5.1800,0.3219,0.1558
./robustness_results/SD_Inpainting/MagicBrush_photoguard,crop_random@0.5@original,crop_random,0.5,original,3.0500,0.2762,0.1797
./robustness_results/SD_Inpainting/MagicBrush_photoguard,blur@0.5@immunized,blur,0.5,immunized,2.3600,0.6868,0.4598
./robustness_results/SD_Inpainting/MagicBrush_photoguard,blur@0.5@original,blur,0.5,original,1.3467,0.7605,0.6206
./robustness_results/SD_Inpainting/MagicBrush_photoguard,blur@1.0@immunized,blur,1.0,immunized,1.5133,0.7546,0.5649
./robustness_results/SD_Inpainting/MagicBrush_photoguard,blur@1.0@original,blur,1.0,original,1.6000,0.7736,0.6092
./robustness_results/SD_Inpainting/MagicBrush_photoguard,blur@2.0@immunized,blur,2.0,immunized,2.0533,0.6919,0.5019
./robustness_results/SD_Inpainting/MagicBrush_photoguard,blur@2.0@original,blur,2.0,original,2.2333,0.7264,0.5273
./robustness_results/SD_Inpainting/MagicBrush_photoguard,blur@4.0@immunized,blur,4.0,immunized,3.7333,0.5941,0.3525
./robustness_results/SD_Inpainting/MagicBrush_photoguard,blur@4.0@original,blur,4.0,original,2.9200,0.6217,0.3756
./robustness_results/SD_Inpainting/MagicBrush_target_opt,clean@None@immunized,clean,,immunized,5.6767,0.5274,0.2453
./robustness_results/SD_Inpainting/MagicBrush_target_opt,clean@None@original,clean,,original,1.3133,0.7948,0.6781
./robustness_results/SD_Inpainting/MagicBrush_target_opt,jpeg@85@immunized,jpeg,85,immunized,5.2633,0.6064,0.3403
./robustness_results/SD_Inpainting/MagicBrush_target_opt,jpeg@85@original,jpeg,85,original,1.6733,0.7635,0.6274
./robustness_results/SD_Inpainting/MagicBrush_target_opt,jpeg@60@immunized,jpeg,60,immunized,4.2700,0.6149,0.3864
./robustness_results/SD_Inpainting/MagicBrush_target_opt,jpeg@60@original,jpeg,60,original,1.8433,0.7391,0.5563
./robustness_results/SD_Inpainting/MagicBrush_target_opt,jpeg@30@immunized,jpeg,30,immunized,3.1900,0.6343,0.4123
./robustness_results/SD_Inpainting/MagicBrush_target_opt,jpeg@30@original,jpeg,30,original,1.6333,0.7164,0.5406
./robustness_results/SD_Inpainting/MagicBrush_target_opt,crop_center@0.9@immunized,crop_center,0.9,immunized,5.5067,0.5242,0.2751
./robustness_results/SD_Inpainting/MagicBrush_target_opt,crop_center@0.9@original,crop_center,0.9,original,1.9033,0.6501,0.5160
./robustness_results/SD_Inpainting/MagicBrush_target_opt,crop_center@0.75@immunized,crop_center,0.75,immunized,6.5900,0.4250,0.2022
./robustness_results/SD_Inpainting/MagicBrush_target_opt,crop_center@0.75@original,crop_center,0.75,original,2.2700,0.5172,0.3660
./robustness_results/SD_Inpainting/MagicBrush_target_opt,crop_center@0.5@immunized,crop_center,0.5,immunized,7.0000,0.3156,0.1141
./robustness_results/SD_Inpainting/MagicBrush_target_opt,crop_center@0.5@original,crop_center,0.5,original,2.8567,0.3432,0.2155
./robustness_results/SD_Inpainting/MagicBrush_target_opt,crop_random@0.9@immunized,crop_random,0.9,immunized,5.8600,0.5062,0.2474
./robustness_results/SD_Inpainting/MagicBrush_target_opt,crop_random@0.9@original,crop_random,0.9,original,1.6567,0.6270,0.4946
./robustness_results/SD_Inpainting/MagicBrush_target_opt,crop_random@0.75@immunized,crop_random,0.75,immunized,6.6000,0.3821,0.1573
./robustness_results/SD_Inpainting/MagicBrush_target_opt,crop_random@0.75@original,crop_random,0.75,original,2.6000,0.4327,0.3058
./robustness_results/SD_Inpainting/MagicBrush_target_opt,crop_random@0.5@immunized,crop_random,0.5,immunized,6.9000,0.2736,0.1036
./robustness_results/SD_Inpainting/MagicBrush_target_opt,crop_random@0.5@original,crop_random,0.5,original,2.9733,0.2750,0.1807
./robustness_results/SD_Inpainting/MagicBrush_target_opt,blur@0.5@immunized,blur,0.5,immunized,4.5433,0.5910,0.3451
./robustness_results/SD_Inpainting/MagicBrush_target_opt,blur@0.5@original,blur,0.5,original,1.3300,0.7615,0.6214
./robustness_results/SD_Inpainting/MagicBrush_target_opt,blur@1.0@immunized,blur,1.0,immunized,3.3367,0.6700,0.4274
./robustness_results/SD_Inpainting/MagicBrush_target_opt,blur@1.0@original,blur,1.0,original,1.4000,0.7736,0.6091
./robustness_results/SD_Inpainting/MagicBrush_target_opt,blur@2.0@immunized,blur,2.0,immunized,3.6133,0.6079,0.3915
./robustness_results/SD_Inpainting/MagicBrush_target_opt,blur@2.0@original,blur,2.0,original,2.2700,0.7243,0.5316
./robustness_results/SD_Inpainting/MagicBrush_target_opt,blur@4.0@immunized,blur,4.0,immunized,4.2233,0.5409,0.3120
./robustness_results/SD_Inpainting/MagicBrush_target_opt,blur@4.0@original,blur,4.0,original,2.9367,0.6237,0.3767
