eps,l_vae,l_vae_std,l_noise,l_noise_std,subject_lpips,subject_lpips_std,global_lpips,global_lpips_std
0.03137254901960784,22.383749771118165,2.246126998417383,0.006269433442503214,0.0010268667761738441,0.02518658512305883,0.009085103856742783,0.006971812341362238,0.002281115606245267
0.06274509803921569,20.461585998535156,2.2616269685145216,0.007531644497066736,0.00163249132094803,0.07800130366364051,0.04358006430957693,0.022464249469339847,0.013895600340165667
0.12549019607843137,18.859271240234374,2.0300471051631983,0.011244293209165335,0.0025279987866249137,0.1536410189152563,0.06452990557905441,0.04474942907691002,0.019425746582685685
0.25098039215686274,17.334584426879882,1.8298450036373386,0.016056985035538672,0.0035041888651556256,0.2564453068718374,0.08150585250358458,0.0740242637693882,0.023355731559506827
0.5019607843137255,16.182621002197266,1.837314391155215,0.01983642391860485,0.00543353261489769,0.34736426323010905,0.08625936201677441,0.09903729856014251,0.027608180969641197
