lambda_noise,l_vae,l_vae_std,l_noise,l_noise_std,subject_lpips,subject_lpips_std,global_lpips,global_lpips_std
1.0,19.195948791503906,2.7643873990370036,0.07015866860747337,0.008431890942669726,0.3018255041705472,0.1040309046588672,0.08136229664087295,0.032978157642930564
10.0,17.772908020019532,3.1352264019873717,0.06336251944303513,0.010531764144403287,0.39160336298054044,0.16197531927348144,0.10616858005523681,0.0493197715978744
50.0,15.766337013244629,1.6598646598897906,0.03947844356298447,0.008802180089373762,0.40850172412507524,0.09316302701234126,0.11468857675790786,0.030371569488532812
100.0,16.537272262573243,1.593040625453715,0.02409563772380352,0.003902640207240615,0.30862899002045446,0.07724665543082876,0.08841832578182221,0.023375642653236658
150.0,17.28316020965576,1.6736630739744363,0.016526322066783904,0.004307921457190337,0.25057376659576247,0.06988344002366863,0.07241611182689667,0.020844087622642643
200.0,18.727517700195314,2.2278461420696756,0.01025200542062521,0.0022411599533453007,0.17339864951219727,0.07283119623731162,0.05038927011191845,0.021457001154482357
