eps,l_vae,l_vae_std,l_noise,l_noise_std,subject_lpips,subject_lpips_std,global_lpips,global_lpips_std,editing_score_attack,editing_score_instructpix2pix,editing_score_attacksd
0.0313725490196078,17.249527549743654,2.624725897558627,0.0075147457420825,0.0010146308375264,0.0471847081225531,0.0234876180324771,0.0125829814001917,0.0042774241262943,2.5166666666666666,2.0,3.6
0.0627450980392156,14.35498275756836,2.297481374493495,0.011718994565308,0.0020135478763033,0.1329894626328858,0.0531275699528346,0.0357688155025243,0.0085214612417527,5.033333333333333,5.15,3.9666666666666672
0.1254901960784313,12.184740829467774,1.568848661236929,0.0144100341945886,0.0033708283927034,0.2071123997455796,0.0533741312658378,0.0565624564886093,0.0081807296519801,7.0,6.25,5.9
0.2509803921568627,11.173072814941406,1.1134483112241356,0.0159727558493614,0.0042794861865775,0.2660030813914176,0.0473906797246083,0.0720017008483409,0.0093355140236324,5.866666666666666,6.4,6.4
0.5019607843137255,10.94700222015381,1.104966114654031,0.0165455492213368,0.0046486004784363,0.30138702885654,0.0470637249306913,0.0787436962127685,0.0078076974637281,7.0,6.1,6.0
